Name_of_Business,Webpage,Business_Website,Description_Short,Description_Long,Description_Complete,Category,Language_Spoken,Business_Address,Business_City,Email,Phone,Facebook_Page,Instagram_Page,Source
Liberation Farms,https://www.blackownedmaine.com/bom-listing/liberation-farms/,https://somalibantumaine.org/liberation-farms/,"Empowering Black farmers in Lewiston, Maine. Contact us at Liberation Farms for sustainable food production and community support.","The mission of Liberation Farms, the Community Farming Program, is to provide new American farmers access to, and culturally-appropriate resources for, the means of sustainable food production for themselves, their families, and their communities. Liberation Farms is food justice in action. It is a demonstration of the success that is possible when marginalized communities have the opportunity to organize and lead themselves. It provides new American families struggling with food insecurity with the tools and resources to grow healthy, culturally-appropriate foods for themselves and their community. This investment in growing nourishes body and soul as farmers ground into familiar traditions and meaningfully utilize their agricultural roots as they build new homes here in Maine. Liberation Farms was started by the Somali Bantu Community Association. The farmers markets and farm stands accecpt SNAP, WIC, credit cards, cash, and check. In addition to wholesale orders their produce can be found at the Yarmouth Farmers Marke and the Alan Day Community Farmers Market. For more information please visit the website and or contact Kristina Kalolo, the Markets Manager.","The mission of Liberation Farms, the Community Farming Program, is to provide new American farmers access to, and culturally-appropriate resources for, the means of sustainable food production.",Farming,"Somali, English","145 Pierce Street Suite 101 Lewiston, Maine","Lewiston, Maine",info@somalibantumaine.org,8609617058,https://www.facebook.com/somalibantumaine,https://instagram.com/somalibantumaine,Black Owned Maine
Lions Boutique,https://www.blackownedmaine.com/bom-listing/lions-boutique/,NA,"Explore distinctive Black-owned apparel in Lisbon. Buy from us for trendy finds, from new to second-hand clothes, and vibrant hair extensions.","Lions Boutique is thrift store located at 220 Lisbon St, Lewiston Maine.","Lions Boutique is thrift store located at 220 Lisbon St, Lewiston Maine. They deal on a new and mostly second hand wears and they also sells hair extensions in browns, pinks, purples and blues. About…",Apparel & Accessories,English,"20 Lisbon Street Lewiston, Maine","Lewiston, Maine",NA,2075130219,https://www.facebook.com/@LIONS-100062215731832/?_rdr,,Black Owned Maine
Little Easy Snoballs,https://www.blackownedmaine.com/bom-listing/little-easy-snoballs/,https://www.littleeasysnoballs.com,"Visit our Black-owned food truck in Portland, Maine for refreshing New Orleans-style shaved ice, known as snoballs.","Food Truck serving New Orleans-style shaved ice called, snoballs.","Food Truck serving New Orleans-style shaved ice called, snoballs.",Food Trucks,English,"Portland, Maine","Portland, Maine",hello@littleeasysnoballs.com,2073580267,http://facebook.com/littleeasysnoballs,https://www.instagram.com/littleeasysnoballs?igsh=MXM0azJ3Z3IzeDJwNw==,Black Owned Maine
Liz Rhaney,https://www.blackownedmaine.com/bom-listing/liz-rhaney/,https://www.lizr.art/,NA,"Liz Rhaney is an educator, filmmaker, writer, musician, and DJ. She creates multisensory forms of storytelling and archivism with sound, video, and installations. She obtained her BFA in Graphic Design from Armstrong State University (now Armstrong Campus of Georgia Southern University) and her MFA in Studio Art from Maine College of Art.","Liz Rhaney is an educator, filmmaker, writer, musician, and DJ. She creates multisensory forms of storytelling and archivism with sound, video, and installations. She obtained her BFA in Graphic Design from Armstrong State University (now…",Art & Music,English,Online Business,Online Business,rhaneyelizabeth@gmail.com,2076180939,,https://www.instagram.com/n19thwk/,Black Owned Maine
Loc Dab,https://www.blackownedmaine.com/bom-listing/locdab/,https://soundcloud.com/locdab,"Experience melodic brilliance and heartfelt creations from Black-owned rapper in Scarborough, Maine. For true expression of artistry stream.","Chad Gray aka Loc Dab is a rap artist based in Maine originally from Bridgeport, Connecticut, known for his creative raps and melodic sound, Chad Gray prides himself on being a true artist creating on how he feels. He’s been making music for 13 years producing 9 singles, 8 Mix Tapes 2 EP’s and 2 albums. He’s collaborated with and opened up for artists like $park Dawg, Emilio Rojas, Pallaso, Clinton Sparks, Gyptian and Hi Rez to name a few. He has performed at venues like the legendary Webster Hall in New York, Strand Theater in Massachusetts Port City Music Hall in Portland Maine.","Chad Gray aka Loc Dab is a rap artist based in Maine originally from Bridgeport, Connecticut, known for his creative raps and melodic sound, Chad Gray prides himself on being a true artist creating on…",Art & Music,English,"Scarborough, Maine","Scarborough, Maine",locdab@bentleyrecordsred.com,2072007050,https://www.facebook.com/thereallocdab,https://instagram.com/locdab,Black Owned Maine
Loohoo Wool Dryer Balls,https://www.blackownedmaine.com/bom-listing/loohoo-wool-dryer-balls/,https://www.loo-hoo.com/,"Contact a black laundry company for eco-friendly LooHoo Wool Dryer Balls in Camden, Maine. Soften clothes naturally without harmful chemical.","Based in Camden, Maine, LooHoo began in 2010 when Cyndi set out to create a healthy home environment for their newborn son and focused on the laundry room. Unlike dryer sheets and fabric softeners, LooHoo Wool Dryer Balls are reusable and will naturally soften clothes ‚all without the use of harmful chemicals. LooHoos are a high quality wool dryer ball made from local resources and are ideal for those seeking Earth friendly and sustainable lifestyles.","Based in Camden, Maine, LooHoo began in 2010 when Cyndi set out to create a healthy home environment for their newborn son and focused on the laundry room. Unlike dryer sheets and fabric softeners, LooHoo…",Home & Commercial,English,"Camden, Maine","Camden, Maine",cyndi@loo-hoo.com,2075423833,https://facebook.com/loohoowooldryerballs,https://www.instagram.com/loohoowooldryerballs?igsh=aTloamJiNnN3N2Fp,Black Owned Maine
Loquat,https://www.blackownedmaine.com/bom-listing/loquat/,https://loquatshop.com/,Explore diverse cultural aesthetics at our Black-owned online store in Maine. Use our brand as a canvas for artistic expression. Shop now.,"Jordan Carey and Madison Poitrast- Upton is a fashion and textiles artists who studied at Maine College of Art. She’s familiar with the unemphatic and sexist approach toward costume design. Now both as a graduate, Madison is dedicated to to the advancement of women and people of color through clothing and design.  Jordan has launched the Loquat brand as a vehicle for sharing fluid cultural aesthetics and craft sensibilities.",Madison Poitrast-Upton is a fashion and textiles artists who studied at Maine College of Art. She's familiar with the unemphatic and sexist approach toward costume design.,Apparel & Accessories,English,Online Business,Online Business,NA,2074668512,https://www.facebook.com/loquatshop,https://www.instagram.com/loquatshop/,Black Owned Maine
Lost Chickadee Art,https://www.blackownedmaine.com/bom-listing/lost-chickadee-art/,https://www.lostchickadeeart.com,"Explore Tiahra enchanting paintings at our Black-owned Etsy studio in Portland, Maine. Small wonders, big artistic brilliance. Visit us .",Lost Chickadee Art is a small Etsy shop with paintings by Tiahra O’Neill.,Lost Chickadee Art is a small Etsy shop with paintings by Tiahra O'Neill.,Art & Music,English,Online Business,Online Business,tiahraoneill@gmail.com,NA,https://www.facebook.com/tiahraoneillart/,https://www.instagram.com/lostchickadeeart/,Black Owned Maine
Louisa Irele Yoga,https://www.blackownedmaine.com/bom-listing/louisa-irele-yoga/,https://louisairele.wixsite.com/website,"Join Louisa , an experienced black yoga instructor in Portland, Maine, offering reiki and social justice insights for over 15 years.","Louisa is a yoga instructor, reiki professional, social justice consultant, and copy editor with over 15 years experience.","Louisa is a yoga instructor, reiki professional, social justice consultant, and copy editor with over 15 years experience.",Sports & Fitness,"English, French","Portland, Maine","Portland, Maine",LouisaIreleYoga@gmail.com,NA,,https://www.instagram.com/eeraylay/,Black Owned Maine
loving anvil,https://www.blackownedmaine.com/bom-listing/loving-anvil/,http://www.lovinganvil.com,Discover art and apparel at our Black-owned Biddeford studio. Masterful metalsmithing meets captivating paintings. Admire and buy from us.,"We are Gil and Coco – husband and wife team that makes up Hogfarm Studios  in Biddeford since 2005!  We’re both artists (Coco mostly metalsmithing @lovinganvil and Gil mostly painting @gilcorralart) We live and work in our 1880 farmhouse and studio/barn (no livestock, just a history of a few pigs running around back in the day.) Some of you may have attended our music events in the late 00s – early 10s either in our barn or our downtown listening room.  Now we do by-appointment art studio visits.–",We are Gil and Coco - husband and wife team that makes up Hogfarm Studios  in Biddeford since 2005!  We’re both artists (Coco mostly metalsmithing @lovinganvil and Gil mostly painting @gilcorralart) We live and work…,"Apparel & Accessories, Art & Music",English,Online Business,Online Business,lovinganvil@gmail.com,9716459710,https://www.facebook.com/lovinganvil,https://www.instagram.com/lovinganvil/,Black Owned Maine
